2023-10-05 14:28:00,984 p=5239 u=debian n=ansible | [WARNING]:  * Failed to parse /home/debian/ansible_prod/04_babel_install/hosts.txt with ini plugin:
/home/debian/ansible_prod/04_babel_install/hosts.txt:4: Section [ISP:vars] not valid for undefined group: ISP

2023-10-05 14:28:00,985 p=5239 u=debian n=ansible | [WARNING]: Unable to parse /home/debian/ansible_prod/04_babel_install/hosts.txt as an inventory source

2023-10-05 14:28:00,986 p=5239 u=debian n=ansible | [WARNING]: No inventory was parsed, only implicit localhost is available

2023-10-05 14:28:00,996 p=5239 u=debian n=ansible | [WARNING]: provided hosts list is empty, only localhost is available. Note that the implicit localhost does not match 'all'

2023-10-05 14:28:01,403 p=5239 u=debian n=ansible | PLAY [install ISP] ****************************************************************************************************************************************
2023-10-05 14:28:01,404 p=5239 u=debian n=ansible | skipping: no hosts matched
2023-10-05 14:28:01,405 p=5239 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 14:29:09,747 p=5258 u=debian n=ansible | [WARNING]:  * Failed to parse /home/debian/ansible_prod/04_babel_install/hosts.txt with ini plugin:
/home/debian/ansible_prod/04_babel_install/hosts.txt:4: Section [ISP:vars] not valid for undefined group: ISP

2023-10-05 14:29:09,747 p=5258 u=debian n=ansible | [WARNING]: Unable to parse /home/debian/ansible_prod/04_babel_install/hosts.txt as an inventory source

2023-10-05 14:29:09,748 p=5258 u=debian n=ansible | [WARNING]: No inventory was parsed, only implicit localhost is available

2023-10-05 14:29:09,756 p=5258 u=debian n=ansible | [WARNING]: provided hosts list is empty, only localhost is available. Note that the implicit localhost does not match 'all'

2023-10-05 14:29:09,984 p=5258 u=debian n=ansible | PLAY [install ISP] ****************************************************************************************************************************************
2023-10-05 14:29:09,984 p=5258 u=debian n=ansible | skipping: no hosts matched
2023-10-05 14:29:09,984 p=5258 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 14:30:44,462 p=5267 u=debian n=ansible | [WARNING]:  * Failed to parse /home/debian/ansible_prod/04_babel_install/hosts.txt with ini plugin:
/home/debian/ansible_prod/04_babel_install/hosts.txt:1: Section [ISP:vars] not valid for undefined group: ISP

2023-10-05 14:30:44,463 p=5267 u=debian n=ansible | [WARNING]: Unable to parse /home/debian/ansible_prod/04_babel_install/hosts.txt as an inventory source

2023-10-05 14:30:44,463 p=5267 u=debian n=ansible | [WARNING]: No inventory was parsed, only implicit localhost is available

2023-10-05 14:30:44,473 p=5267 u=debian n=ansible | [WARNING]: provided hosts list is empty, only localhost is available. Note that the implicit localhost does not match 'all'

2023-10-05 14:30:44,695 p=5267 u=debian n=ansible | PLAY [install ISP] ****************************************************************************************************************************************
2023-10-05 14:30:44,696 p=5267 u=debian n=ansible | skipping: no hosts matched
2023-10-05 14:30:44,697 p=5267 u=debian n=ansible | PLAY RECAP ************************************************************************************************************************************************
2023-10-05 14:31:58,388 p=5285 u=debian n=ansible | PLAY [install ISP] ****************************************************************************************************************************************
2023-10-05 14:31:58,410 p=5285 u=debian n=ansible | TASK [Gathering Facts] ************************************************************************************************************************************
2023-10-05 14:32:03,051 p=5285 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 14:32:03,107 p=5285 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 14:32:03,236 p=5285 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:32:03,243 p=5285 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 14:32:03,282 p=5285 u=debian n=ansible | ok: [localhost]
2023-10-05 14:32:03,369 p=5285 u=debian n=ansible | TASK [Edit file systemd-network ens4] *********************************************************************************************************************
2023-10-05 14:32:05,474 p=5285 u=debian n=ansible | changed: [10.0.0.2]
2023-10-05 14:32:05,507 p=5285 u=debian n=ansible | changed: [10.0.0.6]
2023-10-05 14:32:05,521 p=5285 u=debian n=ansible | changed: [10.0.0.4]
2023-10-05 14:32:05,529 p=5285 u=debian n=ansible | changed: [10.0.0.3]
2023-10-05 14:32:05,706 p=5285 u=debian n=ansible | changed: [localhost]
2023-10-05 14:32:05,720 p=5285 u=debian n=ansible | TASK [Install "iptables-persistent from repository" package] **********************************************************************************************
2023-10-05 14:32:15,982 p=5285 u=debian n=ansible | fatal: [10.0.0.3]: FAILED! => {"cache_update_time": 1696498705, "cache_updated": false, "changed": false, "msg": "'/usr/bin/apt-get -y -o \"Dpkg::Options::=--force-confdef\" -o \"Dpkg::Options::=--force-confold\"       install 'bird2=2.0.12-7'' failed: E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "rc": 100, "stderr": "E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "stderr_lines": ["E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?"], "stdout": "Reading package lists...\nBuilding dependency tree...\nReading state information...\nThe following additional packages will be installed:\n  libssh-gcrypt-4\nSuggested packages:\n  bird2-doc\nThe following NEW packages will be installed:\n  bird2 libssh-gcrypt-4\n0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.\nNeed to get 971 kB of archives.\nAfter this operation, 2233 kB of additional disk space will be used.\nGet:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nErr:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\n  Temporary failure resolving 'deb.debian.org'\nErr:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\n  Temporary failure resolving 'deb.debian.org'\n", "stdout_lines": ["Reading package lists...", "Building dependency tree...", "Reading state information...", "The following additional packages will be installed:", "  libssh-gcrypt-4", "Suggested packages:", "  bird2-doc", "The following NEW packages will be installed:", "  bird2 libssh-gcrypt-4", "0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.", "Need to get 971 kB of archives.", "After this operation, 2233 kB of additional disk space will be used.", "Get:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Err:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "  Temporary failure resolving 'deb.debian.org'", "Err:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "  Temporary failure resolving 'deb.debian.org'"]}
2023-10-05 14:32:15,999 p=5285 u=debian n=ansible | fatal: [10.0.0.4]: FAILED! => {"cache_update_time": 1696498705, "cache_updated": false, "changed": false, "msg": "'/usr/bin/apt-get -y -o \"Dpkg::Options::=--force-confdef\" -o \"Dpkg::Options::=--force-confold\"       install 'bird2=2.0.12-7'' failed: E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "rc": 100, "stderr": "E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "stderr_lines": ["E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?"], "stdout": "Reading package lists...\nBuilding dependency tree...\nReading state information...\nThe following additional packages will be installed:\n  libssh-gcrypt-4\nSuggested packages:\n  bird2-doc\nThe following NEW packages will be installed:\n  bird2 libssh-gcrypt-4\n0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.\nNeed to get 971 kB of archives.\nAfter this operation, 2233 kB of additional disk space will be used.\nGet:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nErr:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\n  Temporary failure resolving 'deb.debian.org'\nErr:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\n  Temporary failure resolving 'deb.debian.org'\n", "stdout_lines": ["Reading package lists...", "Building dependency tree...", "Reading state information...", "The following additional packages will be installed:", "  libssh-gcrypt-4", "Suggested packages:", "  bird2-doc", "The following NEW packages will be installed:", "  bird2 libssh-gcrypt-4", "0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.", "Need to get 971 kB of archives.", "After this operation, 2233 kB of additional disk space will be used.", "Get:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Err:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "  Temporary failure resolving 'deb.debian.org'", "Err:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "  Temporary failure resolving 'deb.debian.org'"]}
2023-10-05 14:32:16,007 p=5285 u=debian n=ansible | fatal: [10.0.0.6]: FAILED! => {"cache_update_time": 1696498705, "cache_updated": false, "changed": false, "msg": "'/usr/bin/apt-get -y -o \"Dpkg::Options::=--force-confdef\" -o \"Dpkg::Options::=--force-confold\"       install 'bird2=2.0.12-7'' failed: E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "rc": 100, "stderr": "E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "stderr_lines": ["E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?"], "stdout": "Reading package lists...\nBuilding dependency tree...\nReading state information...\nThe following additional packages will be installed:\n  libssh-gcrypt-4\nSuggested packages:\n  bird2-doc\nThe following NEW packages will be installed:\n  bird2 libssh-gcrypt-4\n0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.\nNeed to get 971 kB of archives.\nAfter this operation, 2233 kB of additional disk space will be used.\nGet:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nErr:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\n  Temporary failure resolving 'deb.debian.org'\nErr:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\n  Temporary failure resolving 'deb.debian.org'\n", "stdout_lines": ["Reading package lists...", "Building dependency tree...", "Reading state information...", "The following additional packages will be installed:", "  libssh-gcrypt-4", "Suggested packages:", "  bird2-doc", "The following NEW packages will be installed:", "  bird2 libssh-gcrypt-4", "0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.", "Need to get 971 kB of archives.", "After this operation, 2233 kB of additional disk space will be used.", "Get:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Err:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "  Temporary failure resolving 'deb.debian.org'", "Err:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "  Temporary failure resolving 'deb.debian.org'"]}
2023-10-05 14:32:17,962 p=5285 u=debian n=ansible |  [ERROR]: User interrupted execution

2023-10-05 14:32:54,625 p=5727 u=debian n=ansible | PLAY [install ISP] ****************************************************************************************************************************************
2023-10-05 14:32:54,640 p=5727 u=debian n=ansible | TASK [Gathering Facts] ************************************************************************************************************************************
2023-10-05 14:32:57,805 p=5727 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 14:32:57,808 p=5727 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 14:32:57,826 p=5727 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:32:57,829 p=5727 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 14:32:58,278 p=5727 u=debian n=ansible | ok: [localhost]
2023-10-05 14:32:58,361 p=5727 u=debian n=ansible | TASK [Edit file systemd-network ens5] *********************************************************************************************************************
2023-10-05 14:33:00,916 p=5727 u=debian n=ansible | ok: [10.0.0.3]
2023-10-05 14:33:00,937 p=5727 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:33:00,951 p=5727 u=debian n=ansible | ok: [10.0.0.4]
2023-10-05 14:33:00,953 p=5727 u=debian n=ansible | ok: [10.0.0.6]
2023-10-05 14:33:01,029 p=5727 u=debian n=ansible | ok: [localhost]
2023-10-05 14:33:01,044 p=5727 u=debian n=ansible | TASK [Install "bird2 from repository" package] ************************************************************************************************************
2023-10-05 14:33:02,824 p=5727 u=debian n=ansible | ok: [10.0.0.2]
2023-10-05 14:33:03,154 p=5727 u=debian n=ansible | ok: [localhost]
2023-10-05 14:33:10,288 p=5727 u=debian n=ansible | fatal: [10.0.0.6]: FAILED! => {"cache_update_time": 1696498705, "cache_updated": false, "changed": false, "msg": "'/usr/bin/apt-get -y -o \"Dpkg::Options::=--force-confdef\" -o \"Dpkg::Options::=--force-confold\"       install 'bird2=2.0.12-7'' failed: E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "rc": 100, "stderr": "E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'\nE: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?\n", "stderr_lines": ["E: Failed to fetch https://deb.debian.org/debian/pool/main/libs/libssh/libssh-gcrypt-4_0.10.5-2_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Failed to fetch https://deb.debian.org/debian/pool/main/b/bird2/bird2_2.0.12-7_amd64.deb  Temporary failure resolving 'deb.debian.org'", "E: Unable to fetch some archives, maybe run apt-get update or try with --fix-missing?"], "stdout": "Reading package lists...\nBuilding dependency tree...\nReading state information...\nThe following additional packages will be installed:\n  libssh-gcrypt-4\nSuggested packages:\n  bird2-doc\nThe following NEW packages will be installed:\n  bird2 libssh-gcrypt-4\n0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.\nNeed to get 971 kB of archives.\nAfter this operation, 2233 kB of additional disk space will be used.\nGet:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nIgn:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\nIgn:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\nErr:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2\n  Temporary failure resolving 'deb.debian.org'\nErr:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7\n  Temporary failure resolving 'deb.debian.org'\n", "stdout_lines": ["Reading package lists...", "Building dependency tree...", "Reading state information...", "The following additional packages will be installed:", "  libssh-gcrypt-4", "Suggested packages:", "  bird2-doc", "The following NEW packages will be installed:", "  bird2 libssh-gcrypt-4", "0 upgraded, 2 newly installed, 0 to remove and 10 not upgraded.", "Need to get 971 kB of archives.", "After this operation, 2233 kB of additional disk space will be used.", "Get:1 file:/etc/apt/mirrors/debian.list Mirrorlist [30 B]", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Ign:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "Ign:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "Err:2 https://deb.debian.org/debian bookworm/main amd64 libssh-gcrypt-4 amd64 0.10.5-2", "  Temporary failure resolving 'deb.debian.org'", "Err:3 https://deb.debian.org/debian bookworm/main amd64 bird2 amd64 2.0.12-7", "  Temporary failure resolving 'deb.debian.org'"]}
